Sentiment,Score,Month
Pro-Ukrainian,10.19848346710205,February
Pro-Ukrainian,11.25037431716919,February
Pro-Ukrainian,7.761621475219727,February
Pro-Ukrainian,10.056464672088623,February
Pro-Ukrainian,9.819760918617249,February
Pro-Ukrainian,10.4691743850708,February
Pro-Ukrainian,9.641048908233643,February
Pro-Ukrainian,9.963592290878296,February
Pro-Ukrainian,10.530086755752563,February
Pro-Ukrainian,10.419677495956421,February
Pro-Russian,3.5175320506095886,February
Pro-Ukrainian,10.41039228439331,February
Pro-Ukrainian,9.64703917503357,February
Pro-Ukrainian,9.652910232543945,February
Pro-Ukrainian,9.084361791610718,February
Pro-Ukrainian,10.49635648727417,February
Pro-Ukrainian,10.208477973937988,February
Pro-Ukrainian,10.200804471969604,February
Pro-Ukrainian,10.19737720489502,February
Pro-Ukrainian,10.233839750289917,February
Pro-Ukrainian,9.813040494918823,February
Pro-Ukrainian,10.456998348236084,February
Pro-Russian,1.9015440344810486,February
Pro-Ukrainian,5.957629084587097,February
Pro-Ukrainian,10.396889448165894,February
Pro-Ukrainian,10.05778193473816,February
Pro-Ukrainian,10.066986083984375,February
Pro-Ukrainian,10.619280338287354,February
Pro-Ukrainian,11.174683570861816,February
Pro-Ukrainian,8.718788623809814,February
Pro-Ukrainian,9.926904439926147,February
Pro-Ukrainian,9.384493231773376,February
Pro-Russian,4.172006845474243,February
Pro-Ukrainian,9.911872744560242,February
Pro-Ukrainian,5.31274139881134,February
Pro-Ukrainian,9.14039671421051,February
Pro-Ukrainian,10.199779272079468,February
Pro-Ukrainian,9.905426502227783,February
Pro-Ukrainian,10.852848291397095,February
Pro-Ukrainian,10.629886388778687,February
Pro-Ukrainian,10.19066572189331,February
Pro-Ukrainian,9.88188922405243,February
Pro-Ukrainian,9.667935967445374,February
Pro-Ukrainian,6.798098683357239,February
Pro-Ukrainian,9.836459755897522,February
Pro-Ukrainian,10.633317232131958,February
Pro-Ukrainian,10.616074800491333,February
Pro-Ukrainian,8.587450385093689,February
