Sentiment,Score,Month
Pro-Ukrainian,9.960897564888,February
Pro-Ukrainian,9.728112816810608,February
Pro-Ukrainian,7.999780178070068,February
Pro-Ukrainian,10.204311609268188,February
Pro-Ukrainian,10.488145351409912,February
Pro-Ukrainian,10.365211963653564,February
Pro-Ukrainian,10.622442960739136,February
Pro-Ukrainian,10.662556886672974,February
Pro-Ukrainian,8.80219578742981,February
Pro-Ukrainian,10.267620086669922,February
Pro-Russian,4.820217788219452,February
Pro-Ukrainian,9.646793007850647,February
Pro-Ukrainian,10.152859687805176,February
Pro-Ukrainian,9.336060285568237,February
Pro-Russian,2.4555352330207825,February
Pro-Ukrainian,9.919958114624023,February
Pro-Ukrainian,8.812556266784668,February
Pro-Ukrainian,9.603579044342041,February
Pro-Ukrainian,9.686754941940308,February
Pro-Ukrainian,10.102553367614746,February
Pro-Ukrainian,6.849851012229919,February
Pro-Ukrainian,5.556390285491943,February
Pro-Ukrainian,8.737854957580566,February
Pro-Ukrainian,9.403809309005737,February
Pro-Ukrainian,10.340045690536499,February
Pro-Ukrainian,9.560177326202393,February
Pro-Ukrainian,10.574530363082886,February
Pro-Ukrainian,5.98096489906311,February
Pro-Russian,2.264360934495926,February
Pro-Ukrainian,9.923664927482605,February
Pro-Ukrainian,9.944766759872437,February
Pro-Ukrainian,9.458084106445312,February
Pro-Ukrainian,10.422132015228271,February
Pro-Ukrainian,9.483917355537415,February
Pro-Ukrainian,10.091649293899536,February
Pro-Ukrainian,5.044803619384766,February
Pro-Ukrainian,9.996461868286133,February
Pro-Ukrainian,9.651542901992798,February
Pro-Ukrainian,10.143990516662598,February
Pro-Ukrainian,8.149499893188477,February
Pro-Ukrainian,9.700546860694885,February
Pro-Ukrainian,9.549423456192017,February
Pro-Russian,2.4433904886245728,February
Pro-Ukrainian,9.385523796081543,February
Pro-Ukrainian,9.062217473983765,February
Pro-Ukrainian,10.411710739135742,February
Pro-Ukrainian,10.712900161743164,February
Pro-Ukrainian,9.188289046287537,February
Pro-Ukrainian,9.723535180091858,February
Pro-Ukrainian,8.57846736907959,February
Pro-Ukrainian,9.775469303131104,February
Pro-Ukrainian,8.846126198768616,February
Pro-Ukrainian,10.3265380859375,February
Pro-Ukrainian,10.069396495819092,February
Pro-Ukrainian,8.019194602966309,February
Pro-Ukrainian,10.213640928268433,February
Pro-Ukrainian,9.45501983165741,February
Pro-Ukrainian,6.319105625152588,February
Pro-Ukrainian,9.720391631126404,February
Pro-Ukrainian,10.415194034576416,February
Pro-Ukrainian,9.804462790489197,February
Pro-Ukrainian,9.487223029136658,February
Pro-Ukrainian,9.119932055473328,February
Pro-Ukrainian,10.460124015808105,February
Pro-Ukrainian,9.032986164093018,February
Pro-Ukrainian,9.953124523162842,February
Pro-Ukrainian,9.379333257675171,February
Pro-Ukrainian,9.384011030197144,February
Pro-Ukrainian,9.869336485862732,February
Pro-Ukrainian,10.973035097122192,February
Pro-Ukrainian,9.819760918617249,February
Pro-Russian,4.897339046001434,February
Pro-Ukrainian,9.978390336036682,February
Pro-Ukrainian,10.171761512756348,February
Pro-Ukrainian,9.728317856788635,February
Pro-Ukrainian,9.372404217720032,February
Pro-Ukrainian,9.642740488052368,February
Pro-Ukrainian,10.069193840026855,February
Pro-Ukrainian,9.197591543197632,February
Pro-Ukrainian,9.95778203010559,February
Pro-Ukrainian,9.420374631881714,February
Pro-Ukrainian,9.601478576660156,February
Pro-Ukrainian,10.117746591567993,February
Pro-Ukrainian,9.747192859649658,February
Pro-Ukrainian,9.735169410705566,February
Pro-Ukrainian,9.83971893787384,February
Pro-Ukrainian,9.89464819431305,February
Pro-Ukrainian,10.111335515975952,February
Pro-Ukrainian,9.83722448348999,February
