Sentiment,Score,Month
Pro-Ukrainian,9.591531157493591,February
Pro-Ukrainian,10.050960779190063,February
Pro-Ukrainian,10.074633359909058,February
Pro-Ukrainian,6.622350215911865,February
Pro-Ukrainian,9.961814880371094,February
Pro-Russian,2.584714889526367,February
Pro-Ukrainian,9.603028893470764,February
Pro-Ukrainian,10.321319103240967,February
Pro-Ukrainian,9.729785919189453,February
Pro-Ukrainian,9.18466031551361,February
Pro-Ukrainian,10.545629262924194,February
Pro-Ukrainian,9.843345284461975,February
Pro-Ukrainian,9.689642190933228,February
Pro-Ukrainian,10.565344095230103,February
Pro-Ukrainian,10.354458093643188,February
Pro-Russian,3.129354417324066,February
Pro-Ukrainian,8.407732248306274,February
Pro-Ukrainian,9.408148527145386,February
Pro-Ukrainian,10.429565906524658,February
Pro-Ukrainian,10.15798807144165,February
Pro-Ukrainian,10.277824401855469,February
Pro-Ukrainian,9.853809475898743,February
Pro-Ukrainian,10.153360366821289,February
Pro-Ukrainian,10.475599765777588,February
Pro-Ukrainian,10.712741613388062,February
Pro-Ukrainian,9.598338007926941,February
Pro-Ukrainian,9.85123097896576,February
Pro-Ukrainian,7.849448919296265,February
Pro-Ukrainian,10.411288738250732,February
Pro-Ukrainian,10.34782886505127,February
Pro-Ukrainian,10.00805139541626,February
Pro-Ukrainian,9.945293664932251,February
Pro-Ukrainian,9.85882580280304,February
Pro-Ukrainian,10.262069702148438,February
Pro-Ukrainian,9.30146038532257,February
Pro-Ukrainian,10.66713809967041,February
Pro-Ukrainian,10.073740482330322,February
Pro-Ukrainian,10.07604718208313,February
Pro-Ukrainian,11.304565668106079,February
Pro-Ukrainian,8.819917440414429,February
Pro-Ukrainian,10.010029077529907,February
Pro-Ukrainian,9.590159058570862,February
Pro-Ukrainian,10.582624673843384,February
Pro-Ukrainian,10.374501943588257,February
Pro-Ukrainian,10.2797269821167,February
Pro-Ukrainian,9.747765064239502,February
Pro-Ukrainian,10.245705842971802,February
Pro-Ukrainian,10.854703187942505,February
Pro-Russian,4.990363717079163,February
Pro-Ukrainian,9.941712617874146,February
Pro-Ukrainian,10.28058409690857,February
Pro-Ukrainian,10.00722885131836,February
Pro-Ukrainian,9.964245557785034,February
Pro-Ukrainian,10.04123568534851,February
Pro-Ukrainian,10.147298574447632,February
Pro-Ukrainian,9.589420557022095,February
Pro-Ukrainian,9.479383826255798,February
Pro-Ukrainian,10.349104404449463,February
Pro-Ukrainian,10.018693208694458,February
Pro-Ukrainian,10.415648221969604,February
Pro-Ukrainian,10.209085941314697,February
Pro-Ukrainian,8.249861598014832,February
Pro-Ukrainian,7.59497344493866,February
Pro-Ukrainian,9.970841407775879,February
Pro-Ukrainian,9.32269811630249,February
Pro-Ukrainian,10.947977304458618,February
Pro-Ukrainian,9.946807622909546,February
Pro-Ukrainian,10.237493515014648,February
Pro-Ukrainian,9.689833521842957,February
